Item,Frequency,Relative frequency
"cnagai",10,0.29105
"aontaitheach",10,0.29105
"réamhchlaonta",10,0.29105
"ainmhí",10,0.29105
"cnói",10,0.29105
"fheabhsui",10,0.29105
"cochall",10,0.29105
"rómán",10,0.29105
"rótharraing",10,0.29105
"toirdhealbh",10,0.29105
"fhorlíont",10,0.29105
"coigilteach",10,0.29105
"aosaigh",10,0.29105
"saoirsigh",10,0.29105
"adhmhol",10,0.29105
"scaipeach",10,0.29105
"fillteach",10,0.29105
"sceimheal",10,0.29105
"fionnaitheach",10,0.29105
"sciathan",10,0.29105
"scifleog",10,0.29105
"fios",10,0.29105
"scoilti",10,0.29105
"scálai",10,0.29105
"scáinte",10,0.29105
"seachtar",10,0.29105
"sean-bhunai",10,0.29105
"seanchleachtai",10,0.29105
"coitean",10,0.29105
"searbhóntai",10,0.29105
"seasamh",10,0.29105
"brostaitheach",10,0.29105
"forghéill",10,0.29105
"forleathnai",10,0.29105
"frainceáil",10,0.29105
"siúi",10,0.29105
"freud",10,0.29105
"sleibh",10,0.29105
"bróidnigh",10,0.29105
"so-thuig",10,0.29105
"sonach",10,0.29105
"sontas",10,0.29105
"spreacúil",10,0.29105
"féinchosan",10,0.29105
"féimheach",10,0.29105
"spriúnlai",10,0.29105
"féinrialaitheach",10,0.29105
"sruthlíneach",10,0.29105
"stuacán",10,0.29105
"stríoc",10,0.29105
"stáirseáil",10,0.29105
"aisiompai",10,0.29105
"tsás",10,0.29105
"tsárai",10,0.29105
"corpora",10,0.29105
"gal",10,0.29105
"bunaosta",10,0.29105
"gaodhal",10,0.29105
"síob",10,0.29105
"síothn",10,0.29105
"corraí",10,0.29105
"sóbráilte",10,0.29105
"sóibhéad",10,0.29105
"coráis",10,0.29105
"taibhse",10,0.29105
"cosmaideach",10,0.29105
"taoscach",10,0.29105
"cothromas",10,0.29105
"ghath",10,0.29105
"thrasnai",10,0.29105
"ghréi",10,0.29105
"ghéill",10,0.29105
"ga",10,0.29105
"béalchráifeach",10,0.29105
"timthriall",10,0.29105
"giodalach",10,0.29105
"glanscartha",10,0.29105
"toirchigh",10,0.29105
"aerthrách",10,0.29105
"toiteach",10,0.29105
"criothán",10,0.29105
"tram",10,0.29105
"treibheach",10,0.29105
"gnéaschlaon",10,0.29105
"triail",10,0.29105
"aeráil",10,0.29105
"aitheant",10,0.29105
"grianach",10,0.29105
"caidreamhach",10,0.29105
"tóstalach",10,0.29105
"gríosaitheach",10,0.29105
"téagr",10,0.29105
"tíofóideach",10,0.29105
"uafas",10,0.29105
"afraiceán",10,0.29105
"hagóidi",10,0.29105
"haonán",10,0.29105
"ursan",10,0.29105
"áis",10,0.29105
"ámharaí",10,0.29105
"éagóiri",10,0.29105
"éalárn",10,0.29105
"ídéal",10,0.29105
"cumhraigh",10,0.29105
"ilstórach",10,0.29105
"bal",10,0.29105
"imtheorannaigh",10,0.29105
"inchollai",10,0.29105
"innéacsaigh",10,0.29105
"caoth",10,0.29105
"carbón",10,0.29105
"iomlatach",10,0.29105
"cúlghair",10,0.29105
"ionlao",10,0.29105
"iúd",10,0.29105
"lagh",10,0.29105
"laofa",10,0.29105
"larn",10,0.29105
"lascaini",10,0.29105
"ceanglai",10,0.29105
"be",10,0.29105
"amadánta",10,0.29105
"leathdhearmad",10,0.29105
"leathnach",10,0.29105
"deilbhigh",10,0.29105
"deiliúsach",10,0.29105
"ceathair-roinn",10,0.29105
"ceirbreach",10,0.29105
"léirscrios",10,0.29105
"bearthai",10,0.29105
"huscai",10,0.29105
"dhéimeagraf",10,0.29105
"ceáfrach",10,0.29105
"atheagrai",10,0.29105
"éadrócaireach",10,0.29105
"dhúnmharai",10,0.29105
"beathaitheach",10,0.29105
"chaighdeánai",10,0.29105
"diachrach",10,0.29105
"maoi",10,0.29105
"maoineach",10,0.29105
"diagram",10,0.29105
"differáil",10,0.29105
"mbustai",10,0.29105
"cheannaireach",10,0.29105
"cheannasach",10,0.29105
"cheithrechos",10,0.29105
"meán-aos",10,0.29105
"mhalartai",10,0.29105
"do-ite",10,0.29105
"iarghúl",10,0.29105
"mhisean",10,0.29105
"cholais",10,0.29105
"doineanta",10,0.29105
"mionsocrui",10,0.29105
"donnai",10,0.29105
"doshroich",10,0.29105
"chomhshamhlai",10,0.29105
"draoidheach",10,0.29105
"choráis",10,0.29105
"naomhaigh",10,0.29105
"neamhbhásmhar",9,0.26195
"neamhréiti",9,0.26195
"défhiús",9,0.26195
"bileogach",9,0.26195
"ngréi",9,0.26195
"nialas",9,0.26195
"déroinn",9,0.26195
"norman",9,0.26195
"nua-bheir",9,0.26195
"nuafhaisean",9,0.26195
"díchódai",9,0.26195
"ola",9,0.26195
"ollsmachtach",9,0.26195
"Raibiléiseach",9,0.26195
"onnmhairigh",9,0.26195
"osnáisiún",9,0.26195
"otamán",9,0.26195
"oícheann",9,0.26195
"dúdói",9,0.26195
"pagán",9,0.26195
"pacál",9,0.26195
"pala",9,0.26195
"bligeardaíoch",9,0.26195
"dúranta",9,0.26195
"anóirthear",9,0.26195
"eacnamíoch",9,0.26195
"phríobháidi",9,0.26195
"aindiaga",9,0.26195
"piseánach",9,0.26195
"piún",9,0.26195
"eastón",9,0.26195
"pláinéad",9,0.26195
"poncúil",9,0.26195
"portráidíoch",9,0.26195
"priondáil",9,0.26195
"bomán",9,0.26195
"príomhfheidhmean",9,0.26195
"príomhurrai",9,0.26195
"punn",9,0.26195
"clingeach",9,0.26195
"clipi",9,0.26195
"bos",9,0.26195
"púdrach",9,0.26195
"quo",9,0.26195
"gheanc",9,0.26195
"radan",9,0.26195
"faisiún",9,0.26195
"ramhraigh",9,0.26195
"rollaigh",9,0.26195
"feilméarach",9,0.26195
"feothan",9,0.26195
"fhadai",9,0.26195
"fheidearál",9,0.26195
"aonú",9,0.26195
"fhionnúr",9,0.26195
"saighdiúrtha",9,0.26195
"breisi",9,0.26195
"apacailipteach",9,0.26195
"satelli",9,0.26195
"coimhéadach",9,0.26195
"appropria",9,0.26195
"scarúnai",9,0.26195
"scean",9,0.26195
"sceiteach",9,0.26195
"scoilbhunai",9,0.26195
"flaithiúl",9,0.26195
"coireach",9,0.26195
"scéaltóireach",9,0.26195
"shochai",9,0.26195
"sin",9,0.26195
"bruíon",9,0.26195
"sladai",9,0.26195
"bruíonach",9,0.26195
"slíoc",9,0.26195
"comhghaf",9,0.26195
"snáthopt",9,0.26195
"comhghnásach",9,0.26195
"so-ghluais",9,0.26195
"sochaideartha",9,0.26195
"furus",9,0.26195
"solabhartha",9,0.26195
"somhúinte",9,0.26195
"comhréitigh",9,0.26195
"spíodóireach",9,0.26195
"spíosrai",9,0.26195
"astrálach",9,0.26195
"fírinne",9,0.26195
"conach",9,0.26195
"conamar",9,0.26195
"steiriligh",9,0.26195
"stiallach",9,0.26195
"stiúrthóireach",9,0.26195
"stoirmeach",9,0.26195
"Liútarach",9,0.26195
"strainséar",9,0.26195
"státmhaoini",9,0.26195
"buidéalaigh",9,0.26195
"stórál",9,0.26195
"corpanta",9,0.26195
"gannchúiseach",9,0.26195
"síreacht",9,0.26195
"sóisialaí",9,0.26195
"gcéadlaethan",9,0.26195
"gealdai",9,0.26195
"tairgíoch",9,0.26195
"streachlánach",9,0.26195
"tairiscin",9,0.26195
"taithigh",9,0.26195
"taithneamh",9,0.26195
"ghabáis",9,0.26195
"teannai",9,0.26195
"teicneolai",9,0.26195
"teipi",9,0.26195
"teistíoch",9,0.26195
"athghuthai",9,0.26195
"teorannaigh",9,0.26195
"athfhoilsi",9,0.26195
"thaithneamh",9,0.26195
"thamhn",9,0.26195
"theagasc",9,0.26195
"threallchogai",9,0.26195
"thurgnamh",9,0.26195
"ginearíl",9,0.26195
"timpiste",9,0.26195
"tionsclaí",9,0.26195
"tiúb",9,0.26195
"tormánach",9,0.26195
"transla",9,0.26195
"atosai",9,0.26195
"gnás",9,0.26195
"búd",9,0.26195
"búrc",9,0.26195
"truallai",9,0.26195
"atáirgeach",9,0.26195
"tréaniarrach",9,0.26195
"tsái",9,0.26195
"tséimhi",9,0.26195
"tuairiscíoch",9,0.26195
"tuatach",9,0.26195
"tuis",9,0.26195
"táireach",9,0.26195
"tárlai",9,0.26195
"bachallach",9,0.26195
"tástáil",9,0.26195
"téagarth",9,0.26195
"h-athrai",9,0.26195
"vacsaínigh",9,0.26195
"áirithigh",9,0.26195
"áit",9,0.26195
"bailíoch",9,0.26195
"áitrigh",9,0.26195
"éaguimseach",9,0.26195
"éagsúl",9,0.26195
"uasghrádai",9,0.26195
"iarmharach",9,0.26195
"éisi",9,0.26195
"imeaglach",9,0.26195
"inbheirthe",9,0.26195
"céat",9,0.26195
"cóilíneach",9,0.26195
"cóireáil",9,0.26195
"intima",9,0.26195
"ináitri",9,0.26195
"ionchódai",9,0.26195
"laethann",9,0.26195
"lannai",9,0.26195
"laochscéal",9,0.26195
"ceadaitheach",9,0.26195
"lasc",9,0.26195
"daoibh",9,0.26195
"cealgán",9,0.26195
"leaghai",9,0.26195
"ceannleacai",9,0.26195
"leig",9,0.26195
"ceannoscail",9,0.26195
"leogai",9,0.26195
"beagthábhacht",9,0.26195
"loch",9,0.26195
"lorg",9,0.26195
"luasc",9,0.26195
"luamhaireach",9,0.26195
"amhlánta",9,0.26195
"láithreoireach",9,0.26195
"deoraí",9,0.26195
"ceill",9,0.26195
"dhearbhai",9,0.26195
"ceoltóireach",9,0.26195
"maighdean",9,0.26195
"cet",9,0.26195
"chaibidlíoch",9,0.26195
"chaighdeán",9,0.26195
"malltrial",9,0.26195
"dingchruth",9,0.26195
"cheanad",9,0.26195
"meabhraigh",9,0.26195
"meai",9,0.26195
"iadh",9,0.26195
"aigh",9,0.26195
"meántéarm",9,0.26195
"do-aimsithe",9,0.26195
"mheiteamorf",9,0.26195
"mhilea",9,0.26195
"dobhrai",9,0.26195
"mhórfhéil",9,0.26195
"bheis",9,0.26195
"dochma",9,0.26195
"mhótarbheal",9,0.26195
"miocrorgán",9,0.26195
"choisc",9,0.26195
"cholíis",9,0.26195
"chomhardai",9,0.26195
"mogall",9,0.26195
"muill",9,0.26195
"muicean",9,0.26195
"méaldrámat",9,0.26195
"dreap",9,0.26195
"mídleath",9,0.26195
"míostraigh",9,0.26195
"tartmhar",9,0.26195
"chothromas",9,0.26195
"múrmhaisi",9,0.26195
"dualaíoch",9,0.26195
"n-aigh",9,0.26195
"chroíbhris",9,0.26195
"naisiúnai",9,0.26195
"chruthaitheach",9,0.26195
"dámais",8,0.23284
"dánaíoch",8,0.23284
"ann",8,0.23284
"neamhleithleas",8,0.23284
"bi",8,0.23284
"déaduchtui",8,0.23284
"déliop",8,0.23284
"nord",8,0.23284
"dídeanaí",8,0.23284
"nuálach",8,0.23284
"náis-iún",8,0.23284
"náisiúnach",8,0.23284
"náisiunai",8,0.23284
"ní",8,0.23284
"anuasal",8,0.23284
"oill",8,0.23284
"theang",8,0.23284
"díthiomnach",8,0.23284
"ollás",8,0.23284
"dócmhainneach",8,0.23284
"os",8,0.23284
"bliadhan",8,0.23284
"theochtrialai",8,0.23284
"dúchroíoch",8,0.23284
"patrarc",8,0.23284
"dúshaothrai",8,0.23284
"peinteaton",8,0.23284
"phoinn",8,0.23284
"phoncán",8,0.23284
"eadarnai",8,0.23284
"phéarl",8,0.23284
"earnál",8,0.23284
"piorr",8,0.23284
"eascr",8,0.23284
"pleidhciúil",8,0.23284
"eiceolaíoch",8,0.23284
"echtern",8,0.23284
"eilimin",8,0.23284
"bolaigh",8,0.23284
"aondath",8,0.23284
"promh",8,0.23284
"pátrúntach",8,0.23284
"fadchos",8,0.23284
"póilínigh",8,0.23284
"póilínteach",8,0.23284
"faicseanaíoch",8,0.23284
"faitíos",8,0.23284
"cléiriúil",8,0.23284
"rois",8,0.23284
"feirs",8,0.23284
"réamhbheir",8,0.23284
"réil",8,0.23284
"Eilíseach",8,0.23284
"réscaip",8,0.23284
"ríthabhacht",8,0.23284
"ródhoir",8,0.23284
"sabháilteach",8,0.23284
"cogúil",8,0.23284
"coigríochach",8,0.23284
"samhaildán",8,0.23284
"ainmnís",8,0.23284
"coillearnach",8,0.23284
"scagdhealai",8,0.23284
"scanall",8,0.23284
"filioch",8,0.23284
"sceach",8,0.23284
"breáich",8,0.23284
"fiodmhag",8,0.23284
"sciorr",8,0.23284
"scleondrach",8,0.23284
"bricfeás",8,0.23284
"scrath",8,0.23284
"scriúáil",8,0.23284
"flaitheas",8,0.23284
"scríbh-neoireach",8,0.23284
"scríof",8,0.23284
"scrúd",8,0.23284
"scáthaigh",8,0.23284
"scéiméireach",8,0.23284
"foirbh",8,0.23284
"foirceann",8,0.23284
"foirc",8,0.23284
"coiscri",8,0.23284
"seanapho",8,0.23284
"seanbhlast",8,0.23284
"seanchlois",8,0.23284
"seandlí",8,0.23284
"coiscric",8,0.23284
"searr",8,0.23284
"seicear",8,0.23284
"colt",8,0.23284
"seiclios",8,0.23284
"forbhfáil",8,0.23284
"coláisteán",8,0.23284
"formhéadaigh",8,0.23284
"shoisial",8,0.23284
"shéan",8,0.23284
"comharaíoch",8,0.23284
"fosui",8,0.23284
"bruschet",8,0.23284
"siúnt",8,0.23284
"arran",8,0.23284
"slaod",8,0.23284
"frio",8,0.23284
"friochan",8,0.23284
"bréageolaíoch",8,0.23284
"slis",8,0.23284
"bréagnaigh",8,0.23284
"smeadráil",8,0.23284
"sniog",8,0.23284
"sni",8,0.23284
"snoídóireach",8,0.23284
"fualbhrostach",8,0.23284
"fálaigh",8,0.23284
"spiacánach",8,0.23284
"comhshamhlaigh",8,0.23284
"spásárth",8,0.23284
"spéisial",8,0.23284
"féinsmach",8,0.23284
"sreangaigh",8,0.23284
"stadai",8,0.23284
"buanchónai",8,0.23284
"concentra",8,0.23284
"stripeáil",8,0.23284
"fóirthin",8,0.23284
"stíobhart",8,0.23284
"gabhál",8,0.23284
"athbheoi",8,0.23284
"sáile",8,0.23284
"gaisciúlach",8,0.23284
"sáthach",8,0.23284
"galbhánaigh",8,0.23284
"séiplíneach",8,0.23284
"séimhiú",8,0.23284
"corrathón",8,0.23284
"sóisíal",8,0.23284
"gcaill",8,0.23284
"aeroiriúnaigh",8,0.23284
"taobhlín",8,0.23284
"tanaigh",8,0.23284
"taomach",8,0.23284
"tarrant",8,0.23284
"ghairmi",8,0.23284
"craiceail",8,0.23284
"cranraigh",8,0.23284
"thabhacht",8,0.23284
"tharlach",8,0.23284
"craobhscaoil",8,0.23284
"athléi",8,0.23284
"theilg",8,0.23284
"tháirg",8,0.23284
"craplaigh",8,0.23284
"toiciúil",8,0.23284
"toildeon",8,0.23284
"toislín",8,0.23284
"bó-ainmhi",8,0.23284
"treoraí",8,0.23284
"búclach",8,0.23284
"trochailte",8,0.23284
"trodaíoch",8,0.23284
"croíbhrúite",8,0.23284
"troscach",8,0.23284
"truaillí",8,0.23284
"truaillitheach",8,0.23284
"truaillíoch",8,0.23284
"goin",8,0.23284
"cab",8,0.23284
"trí",8,0.23284
"trítheang",8,0.23284
"tugai",8,0.23284
"tuirsigh",8,0.23284
"grág",8,0.23284
"téaltuigh",8,0.23284
"críostaíoch",8,0.23284
"h-athrui",8,0.23284
"uimhirlín",8,0.23284
"hai",8,0.23284
"haibhn",8,0.23284
"hanai",8,0.23284
"ásúil",8,0.23284
"áíri",8,0.23284
"cuibhiúlach",8,0.23284
"cuimhin",8,0.23284
"híorón",8,0.23284
"absolu",8,0.23284
"éist",8,0.23284
"éisti",8,0.23284
"íomhái",8,0.23284
"ógán",8,0.23284
"úrbhunai",8,0.23284
"cuí-cháili",8,0.23284
"balai",8,0.23284
"inchiallai",8,0.23284
"caoinfhulangach",8,0.23284
"aibhn",8,0.23284
"céal",8,0.23284
"inleigheas",8,0.23284
"baothchain",8,0.23284
"insteall",8,0.23284
"carabha",8,0.23284
"carasmat",8,0.23284
"córúil",8,0.23284
"cúinne",8,0.23284
"iongantach",8,0.23284
"cúléisteach",8,0.23284
"cúránach",8,0.23284
"dai",8,0.23284
"damais",8,0.23284
"ccuideach",8,0.23284
"altrach",8,0.23284
"daonn",8,0.23284
"aithriúil",8,0.23284
"leataobhai",8,0.23284
"dea-mhaisi",8,0.23284
"leathlámhach",8,0.23284
"dealbhach",8,0.23284
"leighis",8,0.23284
"defini",8,0.23284
"loic",8,0.23284
"deimhníoch",8,0.23284
"del",8,0.23284
"lánaimsear",8,0.23284
"dhamnai",8,0.23284
"dhaonn",8,0.23284
"dheasghnáth",8,0.23284
"dheatai",8,0.23284
"ceistigh",8,0.23284
"líos",8,0.23284
"macarón",8,0.23284
"dhufalchó",8,0.23284
"macúil",8,0.23284
"tairneáil",8,0.23284
"diablaíoch",8,0.23284
"beirbh",8,0.23284
"maoirseoireach",8,0.23284
"margántaíoch",8,0.23284
"charthannach",8,0.23284
"dingliseach",8,0.23284
"chathai",8,0.23284
"mbuaicphoin",8,0.23284
"diúi",8,0.23284
"cheartai",8,0.23284
"cheansai",8,0.23284
"dlíthean",8,0.23284
"meisias",8,0.23284
"do-fheici",8,0.23284
"do-shéan",8,0.23284
"mhoilli",8,0.23284
"mhéaran",8,0.23284
"chneasai",8,0.23284
"dochloiste",8,0.23284
"choillbheath",8,0.23284
"analóg",8,0.23284
"doilbhir",8,0.23284
"doilbh",8,0.23284
"mionnaigh",8,0.23284
"mionstiall",8,0.23284
"cholmbán",8,0.23284
"bhliaint",8,0.23284
"murtall",8,0.23284
"dosmál",8,0.23284
"chomhtháthai",8,0.23284
"méanaos",8,0.23284
"chompórd",8,0.23284
"mí-eagrai",8,0.23284
"mí-chompórd",8,0.23284
"drochain",8,0.23284
"bhricfeás",8,0.23284
"órmhaisi",8,0.23284
"chraobhscaoil",8,0.23284
"múscánta",8,0.23284
"naitsi",8,0.23284
"duibheagán",8,0.23284
"namhd",8,0.23284
"dumpáil",8,0.23284
"bia",7,0.20374
"acrann",7,0.20374
"neamhl",7,0.20374
"neamhleiscéal",7,0.20374
"neamhrialai",7,0.20374
"déanfasach",7,0.20374
"churr",7,0.20374
"annas",7,0.20374
"déchosach",7,0.20374
"cháilíocht",7,0.20374
"neomain",7,0.20374
"détheang",7,0.20374
"déistean",7,0.20374
"nua-aos",7,0.20374
"nua-eolaíoch",7,0.20374
"díchoisci",7,0.20374
"nuathionsclai",7,0.20374
"binnroinn",7,0.20374
"nuálaíoch",7,0.20374
"díláithrigh",7,0.20374
"námhad",7,0.20374
"bladar",7,0.20374
"díomuach",7,0.20374
"adai",7,0.20374
"ol",7,0.20374
"ainchleach",7,0.20374
"bliaint",7,0.20374
"cinntiú",7,0.20374
"par",7,0.20374
"dúisitheach",7,0.20374
"pearsanaíoch",7,0.20374
"peataíoch",7,0.20374
"peisial",7,0.20374
"phiolót",7,0.20374
"phatrarc",7,0.20374
"bodhraitheach",7,0.20374
"phréach",7,0.20374
"phróiseáil",7,0.20374
"phunn",7,0.20374
"phúdrai",7,0.20374
"easanálaigh",7,0.20374
"bogúrach",7,0.20374
"plandáil",7,0.20374
"clamhach",7,0.20374
"eireaball",7,0.20374
"poblachtan",7,0.20374
"polaitaíoch",7,0.20374
"polait-íoch",7,0.20374
"ainchleachtai",7,0.20374
"preab",7,0.20374
"preá",7,0.20374
"boltáil",7,0.20374
"eorap",7,0.20374
"prostitu",7,0.20374
"fad-théarm",7,0.20374
"purgóideach",7,0.20374
"pábháil",7,0.20374
"pár",7,0.20374
"bplandálai",7,0.20374
"pún",7,0.20374
"aonraigh",7,0.20374
"ainmi",7,0.20374
"regret",7,0.20374
"faoiseamhl",7,0.20374
"feallmharai",7,0.20374
"rioch",7,0.20374
"ribeadach",7,0.20374
"roll",7,0.20374
"ropán",7,0.20374
"roscach",7,0.20374
"romhán",7,0.20374
"cnagbhrui",7,0.20374
"fhadbhunai",7,0.20374
"ríogach",7,0.20374
"cocáil",7,0.20374
"fhiaclóireach",7,0.20374
"ród",7,0.20374
"rómhair",7,0.20374
"sainn",7,0.20374
"coilbhunai",7,0.20374
"coillearn",7,0.20374
"saorlámh",7,0.20374
"fies",7,0.20374
"scarlóideach",7,0.20374
"finnscéal",7,0.20374
"finscéal",7,0.20374
"coinbhinsiún",7,0.20374
"sclábhánta",7,0.20374
"scolbánta",7,0.20374
"scrudai",7,0.20374
"scáthach",7,0.20374
"fograíoch",7,0.20374
"coiréalach",7,0.20374
"seadaigh",7,0.20374
"seansúil",7,0.20374
"folúil",7,0.20374
"forfhuarai",7,0.20374
"shalai",7,0.20374
"forlíontach",7,0.20374
"shlói",7,0.20374
"bruithneach",7,0.20374
"shualann",7,0.20374
"fosaigh",7,0.20374
"shíolrai",7,0.20374
"simnéi",7,0.20374
"siolúr",7,0.20374
"freagarth",7,0.20374
"comhdaigh",7,0.20374
"comhdhaonn",7,0.20374
"frithintleacht",7,0.20374
"frithghinmhill",7,0.20374
"slíoch",7,0.20374
"bréagstarai",7,0.20374
"smut",7,0.20374
"smúrach",7,0.20374
"comhghreamaitheach",7,0.20374
"comhghéill",7,0.20374
"socruigh",7,0.20374
"cruabhrui",7,0.20374
"soineann",7,0.20374
"soladach",7,0.20374
"fáil",7,0.20374
"buaic-phoin",7,0.20374
"fánaí",7,0.20374
"speis-ial",7,0.20374
"spesial",7,0.20374
"spoch",7,0.20374
"féinchabhr",7,0.20374
"féinsás",7,0.20374
"féinéiri",7,0.20374
"féithleog",7,0.20374
"sruthshoilseach",7,0.20374
"buan-ordui",7,0.20374
"fódai",7,0.20374
"fódúil",7,0.20374
"constitu",7,0.20374
"stíleach",7,0.20374
"suaibhreos",7,0.20374
"contribu",7,0.20374
"suidh",7,0.20374
"gai",7,0.20374
"sábhailteach",7,0.20374
"sácráil",7,0.20374
"sáini",7,0.20374
"sáruigh",7,0.20374
"corrabhuaiseach",7,0.20374
"séimhigh",7,0.20374
"sínteach",7,0.20374
"gaoth",7,0.20374
"bundún",7,0.20374
"burláil",7,0.20374
"súgrach",7,0.20374
"gcoisc",7,0.20374
"corón",7,0.20374
"gcolumbán",7,0.20374
"gcuan",7,0.20374
"taibhrigh",7,0.20374
"gealtach",7,0.20374
"costas",7,0.20374
"costáil",7,0.20374
"taom",7,0.20374
"geit",7,0.20374
"ghabhlán",7,0.20374
"ghaedheal",7,0.20374
"tarscaoil",7,0.20374
"teachtmhar",7,0.20374
"teaspúil",7,0.20374
"ghoid",7,0.20374
"ghnóthai",7,0.20374
"theangeolai",7,0.20374
"thiún",7,0.20374
"thrái",7,0.20374
"athmhaisi",7,0.20374
"ginathrai",7,0.20374
"gioball",7,0.20374
"tionach",7,0.20374
"glant",7,0.20374
"creidiúnaí",7,0.20374
"toiligh",7,0.20374
"trasghalai",7,0.20374
"trasrann",7,0.20374
"gnaíúlach",7,0.20374
"treampán",7,0.20374
"tribu",7,0.20374
"croíchruth",7,0.20374
"tráidisiún",7,0.20374
"tréadúil",7,0.20374
"grafach",7,0.20374
"greadhnach",7,0.20374
"atéi",7,0.20374
"gréasaigh",7,0.20374
"críochach",7,0.20374
"tón",7,0.20374
"gásach",7,0.20374
"uamh",7,0.20374
"uathlathach",7,0.20374
"uaslathach",7,0.20374
"aithriseach",7,0.20374
"caiseach",7,0.20374
"heirméineot",7,0.20374
"vótáil",7,0.20374
"heisiat",7,0.20374
"x-ghathaigh",7,0.20374
"heitneolaíoch",7,0.20374
"heolas",7,0.20374
"áir",7,0.20374
"cuidsúl",7,0.20374
"árdai",7,0.20374
"cuilea",7,0.20374
"áthr",7,0.20374
"áthrai",7,0.20374
"háí",7,0.20374
"éadulang",7,0.20374
"híobair",7,0.20374
"éarth",7,0.20374
"iallai",7,0.20374
"éigh",7,0.20374
"éiglíoch",7,0.20374
"crónai",7,0.20374
"iasacht",7,0.20374
"ibhialtach",7,0.20374
"íorónach",7,0.20374
"cumasaigh",7,0.20374
"cumannach",7,0.20374
"ús",7,0.20374
"candida",7,0.20374
"imprisean",7,0.20374
"balsam",7,0.20374
"imtheorannaí",7,0.20374
"caoilriabh",7,0.20374
"infheidhmeach",7,0.20374
"inianai",7,0.20374
"baláis",7,0.20374
"cómhlánai",7,0.20374
"intuargain",7,0.20374
"cósúil",7,0.20374
"baothghalánta",7,0.20374
"ionchongant",7,0.20374
"cúlaí",7,0.20374
"barrmhian",7,0.20374
"ionsuigh",7,0.20374
"ión",7,0.20374
"baróc",7,0.20374
"lamhál",7,0.20374
"damascach",7,0.20374
"aicearrach",7,0.20374
"larnamhár",7,0.20374
"altór",7,0.20374
"dathaigh",7,0.20374
"leagh",7,0.20374
"dathui",7,0.20374
"dea-dhath",7,0.20374
"dea-iompr",7,0.20374
"dea-éadai",7,0.20374
"leathnochtai",7,0.20374
"leictrealai",7,0.20374
"ceannsai",7,0.20374
"leithdháil",7,0.20374
"dealbhaigh",7,0.20374
"len",7,0.20374
"liai",7,0.20374
"lionndubh",7,0.20374
"ceardchumann",7,0.20374
"litir-ais",7,0.20374
"lodartha",7,0.20374
"logainmníoch",7,0.20374
"deighilteach",7,0.20374
"loisci",7,0.20374
"lomrach",7,0.20374
"luasghéaraigh",7,0.20374
"ceartseol",7,0.20374
"despera",7,0.20374
"léighean",7,0.20374
"dhearmad",7,0.20374
"dhiamant",7,0.20374
"lóistíoch",7,0.20374
"malar",7,0.20374
"diabhalaíoch",7,0.20374
"chaipitíoch",7,0.20374
"chamréal",7,0.20374
"marbhántach",7,0.20374
"margaigh",7,0.20374
"an-eagrai",7,0.20374
"margáis",7,0.20374
"cheannach",7,0.20374
"meanm",7,0.20374
"dispu",7,0.20374
"diúraic",7,0.20374
"bharrthábhacht",7,0.20374
"meireacán",7,0.20374
"mhacasamhl",7,0.20374
"mhalartui",7,0.20374
"mharcáil",7,0.20374
"do-fheic",7,0.20374
"mheabhrai",7,0.20374
"mheascai",7,0.20374
"mheastóireach",7,0.20374
"mhoimin",7,0.20374
"dobhránta",7,0.20374
"mhuiril",7,0.20374
"dochaideartha",7,0.20374
"bhfa",7,0.20374
"mhúnlai",7,0.20374
"mhú",7,0.20374
"mil",7,0.20374
"chnuas",7,0.20374
"dodach",7,0.20374
"choinni",7,0.20374
"choiri",7,0.20374
"mionathrai",7,0.20374
"mionainmhi",7,0.20374
"bhfeis",7,0.20374
"mionsaothrai",7,0.20374
"doirti",7,0.20374
"domhai",7,0.20374
"muc",7,0.20374
"muireadh",7,0.20374
"bhiosánt",7,0.20374
"chonnacht",7,0.20374
"chopt",7,0.20374
"mímhórál",7,0.20374
"chorónai",7,0.20374
"drugáil",7,0.20374
"anchumtha",7,0.20374
"míshas",7,0.20374
"ailínigh",7,0.20374
"bhácáil",7,0.20374
"n-imirceán",7,0.20374
"bhánéadan",7,0.20374
"dubhagán",7,0.20374
"órnite",7,0.20374
"duineata",7,0.20374
"neamhchomhfheas",6,0.17463
"dátaíoch",6,0.17463
"chríostai",6,0.17463
"déar",6,0.17463
"ngiall",6,0.17463
"díbholaíoch",6,0.17463
"normáltach",6,0.17463
"nua-aimsi",6,0.17463
"chómhlánai",6,0.17463
"nua-eisi",6,0.17463
"nua-dhéan",6,0.17463
"nua-léiri",6,0.17463
"nua-fhoilsi",6,0.17463
"nua-shaolai",6,0.17463
"nua-oirni",6,0.17463
"chúlr",6,0.17463
"bisigh",6,0.17463
"nádúr",6,0.17463
"nuathéarmaíoch",6,0.17463
"náisúnai",6,0.17463
"nón",6,0.17463
"nódaigh",6,0.17463
"ocrai",6,0.17463
"blaosc",6,0.17463
"oftalm",6,0.17463
"díonai",6,0.17463
"díonmhar",6,0.17463
"díomúin",6,0.17463
"cigaret",6,0.17463
"cincíseach",6,0.17463
"olagón",6,0.17463
"cinn-",6,0.17463
"otrai",6,0.17463
"pacais",6,0.17463
"palcai",6,0.17463
"peacth",6,0.17463
"peil",6,0.17463
"pasáil",6,0.17463
"phlánaiméadr",6,0.17463
